Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,triangular_face_1,15.0,0.0,1.915,13.818,-0.872,2.236,15.0,-3.25,1.915
2,triangular_face_2,13.818,-0.872,2.236,13.671,-1.252,2.274,15.0,-3.25,1.915
3,triangular_face_3,13.671,-1.252,2.274,13.468,-1.617,2.326,15.0,-3.25,1.915
4,triangular_face_4,15.0,-3.25,1.915,13.468,-1.617,2.326,13.206,-1.959,2.391
5,triangular_face_5,15.0,-3.25,1.915,13.206,-1.959,2.391,12.885,-2.27,2.469
6,triangular_face_6,15.0,-3.25,1.915,12.885,-2.27,2.469,12.427,-3.25,2.578
7,triangular_face_7,12.885,-2.27,2.469,12.498,-2.541,2.561,12.427,-3.25,2.578
8,triangular_face_8,12.498,-2.541,2.561,12.045,-2.759,2.665,12.427,-3.25,2.578
9,triangular_face_9,12.427,-3.25,2.578,12.045,-2.759,2.665,11.544,-2.899,2.775
10,triangular_face_10,12.427,-3.25,2.578,11.544,-2.899,2.775,11.015,-2.95,2.886
11,triangular_face_11,12.427,-3.25,2.578,11.015,-2.95,2.886,9.825,-3.25,3.115
12,triangular_face_12,11.015,-2.95,2.886,10.482,-2.904,2.992,9.825,-3.25,3.115
13,triangular_face_13,10.482,-2.904,2.992,9.972,-2.765,3.088,9.825,-3.25,3.115
14,triangular_face_14,9.972,-2.765,3.088,9.514,-2.549,3.171,9.825,-3.25,3.115
15,triangular_face_15,9.514,-2.549,3.171,9.118,-2.272,3.239,9.825,-3.25,3.115
16,triangular_face_16,9.118,-2.272,3.239,7.201,-3.25,3.527,9.825,-3.25,3.115
17,triangular_face_17,9.118,-2.272,3.239,8.786,-1.949,3.294,7.201,-3.25,3.527
18,triangular_face_18,8.518,-1.595,3.336,7.201,-3.25,3.527,8.786,-1.949,3.294
19,triangular_face_19,8.289,-1.163,3.372,7.201,-3.25,3.527,8.518,-1.595,3.336
20,triangular_face_20,8.138,-0.714,3.395,7.201,-3.25,3.527,8.289,-1.163,3.372
21,triangular_face_21,8.138,-0.714,3.395,5.377,0.0,3.736,7.201,-3.25,3.527
22,triangular_face_22,5.377,0.0,3.736,6.497,-4.495,3.615,7.201,-3.25,3.527
23,triangular_face_23,5.377,0.0,3.736,5.527,-5.644,3.722,6.497,-4.495,3.615
24,triangular_face_24,8.05,0.0,3.408,5.377,0.0,3.736,8.138,-0.714,3.395
25,triangular_face_25,5.377,0.0,3.736,8.05,0.0,3.408,8.063,0.277,3.405
26,triangular_face_26,5.377,0.0,3.736,8.063,0.277,3.405,8.102,0.551,3.397
27,triangular_face_27,5.377,0.0,3.736,8.102,0.551,3.397,8.248,1.064,3.368
28,triangular_face_28,5.377,0.0,3.736,8.248,1.064,3.368,7.201,3.25,3.43
29,triangular_face_29,7.201,3.25,3.43,5.682,3.96,3.562,5.377,0.0,3.736
30,triangular_face_30,6.388,4.649,3.43,5.682,3.96,3.562,7.201,3.25,3.43
31,triangular_face_31,5.307,5.852,3.43,5.682,3.96,3.562,6.388,4.649,3.43
32,triangular_face_32,7.201,3.25,3.43,8.248,1.064,3.368,8.484,1.54,3.32
33,triangular_face_33,7.201,3.25,3.43,8.484,1.54,3.32,8.799,1.964,3.256
34,triangular_face_34,8.799,1.964,3.256,9.181,2.323,3.178,7.201,3.25,3.43
35,triangular_face_35,7.201,3.25,3.43,9.181,2.323,3.178,9.825,3.25,3.018
36,triangular_face_36,9.181,2.323,3.178,9.619,2.607,3.09,9.825,3.25,3.018
37,triangular_face_37,9.619,2.607,3.09,10.097,2.808,2.992,9.825,3.25,3.018
38,triangular_face_38,10.097,2.808,2.992,10.601,2.923,2.889,9.825,3.25,3.018
39,triangular_face_39,10.601,2.923,2.889,11.117,2.948,2.784,9.825,3.25,3.018
40,triangular_face_40,11.117,2.948,2.784,12.427,3.25,2.479,9.825,3.25,3.018
41,triangular_face_41,11.629,2.882,2.679,12.427,3.25,2.479,11.117,2.948,2.784
42,triangular_face_42,11.629,2.882,2.679,12.123,2.728,2.578,12.427,3.25,2.479
43,triangular_face_43,12.123,2.728,2.578,12.584,2.488,2.483,12.427,3.25,2.479
44,triangular_face_44,12.584,2.488,2.483,12.999,2.17,2.398,12.427,3.25,2.479
45,triangular_face_45,12.999,2.17,2.398,15.0,3.25,1.815,12.427,3.25,2.479
46,triangular_face_46,13.352,1.78,2.325,15.0,3.25,1.815,12.999,2.17,2.398
47,triangular_face_47,13.352,1.78,2.325,15.0,2.167,1.871,15.0,3.25,1.815
48,triangular_face_48,13.613,1.37,2.271,15.0,2.167,1.871,13.352,1.78,2.325
49,triangular_face_49,13.613,1.37,2.271,15.0,1.084,1.904,15.0,2.167,1.871
50,triangular_face_50,13.864,0.707,2.219,15.0,1.084,1.904,13.613,1.37,2.271
51,triangular_face_51,14.651,0.0,2.013,15.0,0.0,1.915,15.0,1.084,1.904
52,triangular_face_52,13.864,0.707,2.219,14.651,0.0,2.013,15.0,1.084,1.904
53,triangular_face_53,14.301,0.0,2.108,14.651,0.0,2.013,13.864,0.707,2.219
54,triangular_face_54,13.95,0.0,2.201,14.301,0.0,2.108,13.864,0.707,2.219
55,triangular_face_55,14.301,0.0,2.108,13.95,0.0,2.201,13.94,-0.242,2.204
56,triangular_face_56,14.301,0.0,2.108,13.94,-0.242,2.204,13.91,-0.482,2.212
57,triangular_face_57,14.651,0.0,2.013,14.301,0.0,2.108,13.91,-0.482,2.212
58,triangular_face_58,14.651,0.0,2.013,13.91,-0.482,2.212,13.818,-0.872,2.236
59,triangular_face_59,15.0,0.0,1.915,14.651,0.0,2.013,13.818,-0.872,2.236
60,triangular_face_60,15.0,0.0,1.915,13.818,-0.872,2.236,15.0,-3.25,1.915
