Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
61,triangular_face_61,7.201,-3.25,0.0,9.825,-3.25,3.115,7.201,-3.25,3.527
62,triangular_face_62,-9.825,-3.25,3.115,-7.201,-3.25,0.0,-7.201,-3.25,3.527
63,triangular_face_63,-12.427,-3.25,2.578,-7.201,-3.25,0.0,-9.825,-3.25,3.115
64,triangular_face_64,-15.0,-3.25,0.0,-7.201,-3.25,0.0,-12.427,-3.25,2.578
65,triangular_face_65,-15.0,-3.25,1.915,-15.0,-3.25,0.0,-12.427,-3.25,2.578
66,triangular_face_66,-15.0,0.0,1.915,-15.0,-3.25,0.0,-15.0,-3.25,1.915
67,triangular_face_67,-15.0,3.25,0.0,-15.0,-3.25,0.0,-15.0,0.0,1.915
68,triangular_face_68,-15.0,3.25,0.0,-15.0,0.0,1.915,-15.0,1.084,1.904
69,triangular_face_69,-15.0,3.25,0.0,-15.0,1.084,1.904,-15.0,2.167,1.871
70,triangular_face_70,-15.0,3.25,1.815,-15.0,3.25,0.0,-15.0,2.167,1.871
71,triangular_face_71,-12.427,3.25,2.479,-15.0,3.25,0.0,-15.0,3.25,1.815
72,triangular_face_72,-7.201,3.25,0.0,-15.0,3.25,0.0,-12.427,3.25,2.479
73,triangular_face_73,-7.201,3.25,0.0,-12.427,3.25,2.479,-9.825,3.25,3.018
74,triangular_face_74,-7.201,3.25,3.43,-7.201,3.25,0.0,-9.825,3.25,3.018
