Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,36.0,0.0,8.04,36.0,0.0,1.96,NA,NA,NA
2,3_point_arc_1,36.0,0.0,1.96,38.2,0.0,5.0,36.0,0.0,8.04
