Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
128,triangular_face_25,-14.651,0.0,2.013,-13.901,0.535,2.212,-15.0,1.084,1.904
129,triangular_face_26,-15.0,0.0,1.915,-14.651,0.0,2.013,-15.0,1.084,1.904
130,triangular_face_27,-15.0,1.084,1.904,-13.901,0.535,2.212,-13.757,1.049,2.241
131,triangular_face_28,-15.0,1.084,1.904,-13.757,1.049,2.241,-15.0,2.167,1.871
132,triangular_face_29,-15.0,2.167,1.871,-13.757,1.049,2.241,-13.524,1.526,2.289
133,triangular_face_30,-15.0,2.167,1.871,-13.524,1.526,2.289,-13.212,1.952,2.354
134,triangular_face_31,-15.0,2.167,1.871,-13.212,1.952,2.354,-15.0,3.25,1.815
135,triangular_face_32,-13.212,1.952,2.354,-12.831,2.313,2.432,-15.0,3.25,1.815
136,triangular_face_33,-15.0,3.25,1.815,-12.831,2.313,2.432,-12.427,3.25,2.479
137,triangular_face_34,-12.831,2.313,2.432,-12.395,2.599,2.522,-12.427,3.25,2.479
138,triangular_face_35,-12.395,2.599,2.522,-11.918,2.804,2.62,-12.427,3.25,2.479
139,triangular_face_36,-11.918,2.804,2.62,-11.414,2.921,2.723,-12.427,3.25,2.479
140,triangular_face_37,-11.414,2.921,2.723,-10.899,2.948,2.829,-12.427,3.25,2.479
141,triangular_face_38,-10.899,2.948,2.829,-9.825,3.25,3.018,-12.427,3.25,2.479
142,triangular_face_39,-10.386,2.885,2.933,-9.825,3.25,3.018,-10.899,2.948,2.829
143,triangular_face_40,-10.386,2.885,2.933,-9.891,2.733,3.034,-9.825,3.25,3.018
144,triangular_face_41,-9.891,2.733,3.034,-9.428,2.496,3.128,-9.825,3.25,3.018
145,triangular_face_42,-9.428,2.496,3.128,-7.201,3.25,3.43,-9.825,3.25,3.018
146,triangular_face_43,-9.012,2.179,3.213,-7.201,3.25,3.43,-9.428,2.496,3.128
147,triangular_face_44,-9.012,2.179,3.213,-8.656,1.791,3.285,-7.201,3.25,3.43
148,triangular_face_45,-8.656,1.791,3.285,-8.388,1.371,3.339,-7.201,3.25,3.43
149,triangular_face_46,-8.388,1.371,3.339,-8.136,0.707,3.39,-7.201,3.25,3.43
