Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,0.0,0.0,2.303,0.443,0.0,1.826,NA,NA,NA
2,Line,0.443,0.0,1.826,0.775,0.0,1.265,NA,NA,NA
3,Line,0.775,0.0,1.265,0.98,0.0,0.647,NA,NA,NA
4,Line,0.98,0.0,0.647,1.05,0.0,0.0,NA,NA,NA
5,Line,0.98,0.0,-0.647,1.05,0.0,0.0,NA,NA,NA
6,Line,0.775,0.0,-1.265,0.98,0.0,-0.647,NA,NA,NA
7,Line,0.443,0.0,-1.826,0.775,0.0,-1.265,NA,NA,NA
8,Line,-0.0,0.0,-2.303,0.443,0.0,-1.826,NA,NA,NA
9,Line,0.0,0.0,2.303,-0.0,0.0,-2.303,NA,NA,NA
