Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,6.95,3.6,0.0,6.95,-1.8,3.118,6.95,-1.8,-3.118
2,3_point_circle_2,-0.0,-3.0,-0.0,-0.0,1.5,2.598,-0.0,1.5,-2.598
