Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,Line,0.0,-18.901,7.325,0.0,-18.901,10.675,NA,NA,NA
2,Line,0.0,-18.901,7.325,0.0,-17.459,6.492,NA,NA,NA
3,Line,0.0,-17.459,6.492,0.0,-16.0,5.65,NA,NA,NA
4,Line,0.0,-16.0,5.65,0.0,-14.556,6.484,NA,NA,NA
5,Line,0.0,-14.556,6.484,0.0,-13.099,7.325,NA,NA,NA
6,Line,0.0,-13.099,7.325,0.0,-13.099,10.675,NA,NA,NA
7,Line,0.0,-14.556,11.516,0.0,-13.099,10.675,NA,NA,NA
8,Line,0.0,-16.0,12.35,0.0,-14.556,11.516,NA,NA,NA
9,Line,0.0,-17.459,11.508,0.0,-16.0,12.35,NA,NA,NA
10,Line,0.0,-18.901,10.675,0.0,-17.459,11.508,NA,NA,NA
11,Line,0.0,13.099,7.325,0.0,13.099,10.675,NA,NA,NA
12,Line,0.0,14.556,6.484,0.0,13.099,7.325,NA,NA,NA
13,Line,0.0,16.0,5.65,0.0,14.556,6.484,NA,NA,NA
14,Line,0.0,17.459,6.492,0.0,16.0,5.65,NA,NA,NA
15,Line,0.0,18.901,7.325,0.0,17.459,6.492,NA,NA,NA
16,Line,0.0,18.901,7.325,0.0,18.901,10.675,NA,NA,NA
17,Line,0.0,18.901,10.675,0.0,17.459,11.508,NA,NA,NA
18,Line,0.0,17.459,11.508,0.0,16.0,12.35,NA,NA,NA
19,Line,0.0,16.0,12.35,0.0,14.556,11.516,NA,NA,NA
20,Line,0.0,14.556,11.516,0.0,13.099,10.675,NA,NA,NA
21,Line,0.0,-18.901,39.325,0.0,-18.901,42.675,NA,NA,NA
22,Line,0.0,-18.901,39.325,0.0,-17.459,38.492,NA,NA,NA
23,Line,0.0,-17.459,38.492,0.0,-16.0,37.65,NA,NA,NA
24,Line,0.0,-16.0,37.65,0.0,-14.556,38.484,NA,NA,NA
25,Line,0.0,-14.556,38.484,0.0,-13.099,39.325,NA,NA,NA
26,Line,0.0,-13.099,39.325,0.0,-13.099,42.675,NA,NA,NA
27,Line,0.0,-14.556,43.516,0.0,-13.099,42.675,NA,NA,NA
28,Line,0.0,-16.0,44.35,0.0,-14.556,43.516,NA,NA,NA
29,Line,0.0,-17.459,43.508,0.0,-16.0,44.35,NA,NA,NA
30,Line,0.0,-18.901,42.675,0.0,-17.459,43.508,NA,NA,NA
31,Line,0.0,13.099,39.325,0.0,13.099,42.675,NA,NA,NA
32,Line,0.0,14.556,38.484,0.0,13.099,39.325,NA,NA,NA
33,Line,0.0,16.0,37.65,0.0,14.556,38.484,NA,NA,NA
34,Line,0.0,17.459,38.492,0.0,16.0,37.65,NA,NA,NA
35,Line,0.0,18.901,39.325,0.0,17.459,38.492,NA,NA,NA
36,Line,0.0,18.901,39.325,0.0,18.901,42.675,NA,NA,NA
37,Line,0.0,18.901,42.675,0.0,17.459,43.508,NA,NA,NA
38,Line,0.0,17.459,43.508,0.0,16.0,44.35,NA,NA,NA
39,Line,0.0,16.0,44.35,0.0,14.556,43.516,NA,NA,NA
40,Line,0.0,14.556,43.516,0.0,13.099,42.675,NA,NA,NA
