Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,-50.0,3.701,4.999,-50.0,-1.85,8.204,-50.0,-1.85,1.795
2,3_point_circle_2,-40.5,3.7,5.0,-40.5,-1.85,8.204,-40.5,-1.85,1.796
3,3_point_circle_3,-39.807,3.603,5.0,-39.807,-1.802,8.12,-39.807,-1.802,1.88
4,3_point_circle_4,-38.076,3.361,5.0,-38.076,-1.68,7.91,-38.076,-1.68,2.09
