Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,36.0,0.0,10.0,-18.0,31.177,10.0,-18.0,-31.177,10.0
2,3_point_circle_2,50.0,-0.0,10.0,-25.0,43.301,10.0,-25.0,-43.301,10.0
