Steps,Draw Type,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3
1,3_point_circle_1,-20.974,1.047,-0.0,20.351,5.182,-0.0,0.524,-20.993,0.0
2,3_point_circle_2,21.087,-21.619,0.0,-24.952,-17.012,0.0,9.618,28.627,-0.0
